id,descricao,unidade,quantidade,unitario,total
1577,CAPACITOR VCC 02400MFD/450VCC,PC,0,149.50,0.00
1578,CAPACITOR VCC 02500MFD/70VDC,PC,0,6.92,0.00
1579,CAPACITOR VCC 02600MFD/50VDC,PC,0,38.50,0.00
1580,CAPACITOR VCC 03300MFD/200VDC,PC,0,84.35,0.00
1581,CAPACITOR VCC 03300MFD/400VDC,PC,0,131.23,0.00
1582,CAPACITOR VCC 03300MFD/420VDC,PC,0,426.00,0.00
1583,CAPACITOR VCC 03300MFD/450VCC,PC,2,141.10,282.20
1584,CAPACITOR VCC 03300MFD/63VDC,PC,0,3.45,0.00
1585,CAPACITOR VCC 03400MFD/200VDC,PC,0,84.00,0.00
1586,CAPACITOR VCC 03700MFD/200VDC,PC,0,85.00,0.00
1587,CAPACITOR VCC 04700MFD/100VCC,PC,0,11.34,0.00
1588,CAPACITOR VCC 04700MFD/200VDC,PC,0,68.47,0.00
1589,"CAPACITOR VCC 04700MFD/50VCC,solda",PC,0,4.76,0.00
1590,"CAPACITOR VCC 04700MFD/63VCC,solda",PC,0,13.13,0.00
1591,CAPACITOR VCC 05000MFD/70VCC SOLDA,PC,0,5.86,0.00
1592,CAPACITOR VCC 05600MFD/400VDC,PC,0,325.85,0.00
1593,CAPACITOR VCC 05800MFD/400V S/ PARAF,PC,0,320.10,0.00
1594,CAPACITOR VCC 06800MFD/50VDC,PC,0,6.47,0.00
1595,CAPACITOR VCC 10000MFD/100VCC,PC,0,67.56,0.00
1596,CAPACITOR VCC 10000MFD/63VDC,PC,0,38.86,0.00
1597,CAPACITOR VCC 15000MFD/120VDC,PC,0,64.69,0.00
1598,CAPACITOR VCC 15000MFD/63VCC,PC,0,64.23,0.00
1599,CAPACITOR VCC 16000MFD/50VDC,PC,0,66.00,0.00
1600,CAPACITOR VCC 22000MFD/100VDC,PC,0,64.70,0.00
1601,CAPACITOR VCC 22000MFD/40VDC,PC,0,30.84,0.00
1602,CAPACITOR VCC 22000MFD/40VDC,PC,0,39.50,0.00
1603,CAPACITOR VCC 22000MFD/75VCC,PC,0,80.23,0.00
1604,CAPACITOR VCC 2200MFD/16VDC,PC,0,0.83,0.00
1605,CAPACITOR VCC 2200MFD/350VDC,PC,0,72.54,0.00
1606,CAPACITOR VCC 2200MFD/63VDC,PC,0,2.16,0.00
1607,CAPACITOR VCC 33000MFD/40VDC,PC,0,44.33,0.00
1608,CAPACITOR VCC 33000MFD/63VCC,PC,0,78.38,0.00
1609,CAPACITOR VCC 47000MFD/25VDC,PC,2,56.75,113.50
1610,CAPACITOR VCC 47000MFD/63VDC,PC,6,118.42,710.52
1611,"CAPACITOR VCC, 220K/400V",PC,0,0.75,0.00
1612,Capsula para microfone Eletreto,PC,0,0.33,0.00
1613,CAPSÚLA PARA TEL SEM FIO,PC,0,2.06,0.00
1614,Capsula Receptora,PC,0,0.57,0.00
1615,Capsula Transmissora S. Eletro,PC,0,2.09,0.00
1616,CARREG.    P/PILHA   AA/AAA/9V,PC,0,20.40,0.00
1617,CARREG. P/PILHA AA/AAA PHILIPS,PC,0,78.60,0.00
1618,Carreg. P/pilhas AA Nicd/ Nimh 110 V,PC,0,69.00,0.00
1619,Carregador Bateria FCB 512 5A/12V,PC,0,67.22,0.00
1620,Carregador de Bateria 6/12/24V C/ Bocal,PC,0,12.22,0.00
1621,Carregador de bateria FCBP-30E 12V 3A com flut,PC,0,40.83,0.00
1622,CENTRAL ALARME INCÊNDIO CMA6/24B 6,PC,0,491.77,0.00
1623,CENTRAL CONTROLE REMOTO PARA AT88A,PC,2,204.00,408.00
1624,"Central tel. c/soft,48I 8Linhas/40 Ramais Siemens",PC,0,3088.00,0.00
1625,CENTRIFUGO W 42 II P D=13MM S/PARAFUSO,PC,0,6.03,0.00
1626,CENTRIFUGO W 42 IV P D13MM C/PARAFUSO,PC,0,7.41,0.00
1627,CENTRIFUGO W 48 II P D16MM S/PARAFUSO,PC,0,6.03,0.00
1628,CENTRIFUGO W 48 IV P D16MM C/PARAFUSO,PC,0,7.41,0.00
1629,CENTRIFUGO W 56 II P D=18MM S/PARAFUSO,PC,0,6.03,0.00
1630,CENTRIFUGO W 56 IV P D18MM C/ PARAFUSO,PC,0,7.41,0.00
1631,CENTRIFUGO W RURAL II POLOS D30MM,PC,0,15.34,0.00
1632,CENTRIFUGO W RURAL IV POLOS D30MM C/,PC,0,17.47,0.00
1633,CH  TBSS-330CH 30A TRIF,PC,0,44.28,0.00
1634,CH 12-4A227/32+Z6+Z64+KS,PC,0,940.95,0.00
1635,CH 12-9A006/20E+Z16 INTERMARITIMA,PC,0,598.85,0.00
1636,CH 12-9A007/32E+Z16+FG INTERMARITIMA,PC,0,987.08,0.00
1637,CH 18-2A030/10E+Z10 OI,PC,0,447.51,0.00
1638,CH 24533 M1BA2BBE2S 1A PUSHBUTTON,PC,0,40.10,0.00
1639,"CH 25/6311AM 1NA+1NF, BLINDEX",PC,0,132.50,0.00
1640,"CH 25/6311VD , 1NA+1NF, BLINDEX",PC,0,132.50,0.00
1641,"CH 25/6311VM , !NA+1NF, BLINDEX",PC,0,132.50,0.00
1642,CH 29223 M2FT6FEE3G BI 15A,PC,9,13.65,122.85
1643,CH 31127 M5FT5DE3S PUSHBUTTON 1A,PC,0,5.92,0.00
1644,CH 5-2A148/10E-FS,PC,0,191.34,0.00
1645,CH A1/10E+FS,PC,0,40.50,0.00
1646,CH A1/16E,PC,0,56.70,0.00
1647,CH A2/10E,PC,0,52.52,0.00
1648,CH A2/16E,PC,0,54.78,0.00
1649,CH A2/32E+FS  L/D BIFÁSICA,PC,0,109.01,0.00
1650,CH A3/100E,PC,0,469.80,0.00
1651,CH A3/10E+FS,PC,0,64.07,0.00
1652,"CH A3/16E+FS , L/D",PC,0,87.75,0.00
1653,"CH A3/32E+FS, L/D",PC,0,139.05,0.00
1654,"CH A3/40E+FS ,L/D CANC",PC,0,167.40,0.00
1655,CH A3/40E+FS S/ CADEADO,PC,0,152.82,0.00
1656,CH A3/40E+Z33 CADEADO,PC,0,195.75,0.00
1657,CH A3/63+FS L/D,PC,0,261.90,0.00
1658,"CH AU31/16E-FS, AMPERIMETRO",PC,0,122.20,0.00
1659,CH AU-31-10E AMPERIMETRO,PC,0,82.35,0.00
1660,CH CBC1/16E+Z101+Z107+HS,PC,0,546.75,0.00
1661,CH COM ILUM PUL/DESL/PUL BR,PC,0,176.40,0.00
1662,"CH COMAN 25/6311AZ 1NA+1NF, BLINDEX",PC,0,132.50,0.00
1663,"CH COMAN 25/6311PT, 1NA+1NF, BLINDEX",PC,0,132.50,0.00
1664,"CH COMUT 2 POSI FIXA 0-1 AM, 1NA+1NA, LED",PC,0,162.00,0.00
1665,CH COMUT 2 POSI FIXA 0-1 BR,PC,0,84.00,0.00
1666,CH COMUT 2POISÇÃO C/RET C/ ILUM 220V,PC,0,50.00,0.00
1667,CH COMUT 3 POSI FIXA 1-0-2 AM,PC,0,84.00,0.00
1668,CH COMUT 3 POSI FIXA 1-0-2 BR,PC,0,84.00,0.00
1669,CH COMUT 3 POSI FIXA 1-0-2 PT,PC,0,52.79,0.00
1670,CH COMUT 3 POSI PULSO 1-0-2 BR,PC,0,114.00,0.00
1671,CH COMUT 3POISÇÃO C/RET S/ ILUM SCHNEI,PC,0,96.00,0.00
1672,"CH COMUT 3POISÇÃO, S/RET C/ ILUM",PC,0,50.00,0.00
1673,CH COMUTADORA A715.600-FS2,PC,0,96.00,0.00
1674,CH COMUTADORA AAZ260/01 ZAMAK,PC,0,74.00,0.00
1675,"CH CS-392 NA/E1FE PUSHBUTTON 0,5A",PC,6,3.55,21.30
1676,CH GR31/10E,PC,0,60.75,0.00
1677,CH ICF-400 SEMITRANS,PC,0,1782.00,0.00
1678,CH ILUM 3 POSICÕES C/RETORNO VM CSW,PC,0,29.41,0.00
1679,CH ILUM P. LIG/DES/P. LIGL AZ CSW CK13R454,PC,0,33.68,0.00
1680,CH LIG/DES 2A,PC,0,2.15,0.00
1681,CH MANOPLA CANCELADO,PC,0,165.87,0.00
1682,CH P12/32E+FS 2 VELOCIDADE,PC,0,251.10,0.00
1683,CH PERA P/ ABAJU 6A,PC,0,2.11,0.00
1684,CH PUSH ON,PC,0,3.36,0.00
1685,CH REV TRI 2 VELOV ( 2-1-0-1-2),PC,0,90.67,0.00
1686,CH SD/40E,PC,0,314.55,0.00
1687,CH SDW/20E+FS,PC,0,125.59,0.00
1688,CH SDW/32+U2/20E-FS P/ CAMINHÃO BAU,PC,0,394.40,0.00
1689,CH SDW/40E+FS,PC,0,317.25,0.00
1690,CH ST026/10E,PC,0,177.63,0.00
1691,CH ST101/32,PC,0,265.87,0.00
1692,CH ST111/10E+FS RAIO X,PC,0,135.00,0.00
1693,CH ST111/32E+FS RAIO X,PC,0,317.25,0.00
1694,CH ST32/16E,PC,0,166.05,0.00
1695,CH ST33/10E+FS,PC,0,145.80,0.00
1696,CH ST41/16E+FS,PC,0,101.25,0.00
1697,CH ST43/40E,PC,0,595.35,0.00
1698,CH ST4510E+FS,PC,0,288.36,0.00
1699,CH STO21/16E+FS 0-1-2,PC,0,72.16,0.00
1700,CH STO25/10E,PC,0,156.60,0.00
1701,CH STO26/10E,PC,0,172.80,0.00
1702,CH STO31/32E+FS 0-1-2-3,PC,0,144.45,0.00
1703,CH STO35/10E,PC,0,214.07,0.00
1704,CH STO41/16E+FS,PC,0,101.25,0.00
1705,CH STO51/16E+FS,PC,0,121.50,0.00
1706,CH STO71/10E,PC,0,98.55,0.00
1707,CH STO71/16E+FS 0-1-2-3-6-5-6,PC,0,157.22,0.00
1708,CH STO71/32E+FS 0-1-2-3-7,PC,0,181.25,0.00
1709,CH U1/10E+FS L/D/L MONO,PC,0,58.20,0.00
1710,CH U1/16E+FS L-D-L,PC,0,71.55,0.00
1711,CH U2/32E,PC,0,155.25,0.00
1712,"CH U3/10E ,REVERSORA",PC,0,91.62,0.00
1713,"CH U3/16E,REVERSORA",PC,0,128.25,0.00
1714,"CH U3/32E,REVERSORA, fixação pelo topo",PC,0,199.80,0.00
1715,"CH U3/32E+FS,REVERSORA CANC",PC,0,201.68,0.00
1716,"CH U3/40E + FS,REVERSORA",PC,0,249.75,0.00
1717,"CH U3/63E+FS,REVERSORA",PC,0,452.10,0.00
1718,CH U3/63V+Z43 REVESORA FIXAÇÃO BASE,PC,0,459.00,0.00
1719,CH U4/100E+FS,PC,0,1070.55,0.00
1720,"CH U4/10E ,REVERSORA",PC,0,103.95,0.00
1721,CH U4/40E+FS COM NEUTRO,PC,0,282.38,0.00
1722,CH U4/63E+FS   REVERSORA,PC,0,533.25,0.00
1723,"CH URR1/10E+FS, REV. MON PULSO-0-PULSO",PC,0,51.30,0.00
1724,"CH URR3/16E+FS,REV. TRI PULSO-D-PULSO",PC,0,129.60,0.00
1725,CH URR3/32E+FS REVERSORA TRIF PULSO,PC,0,199.80,0.00
1726,CH V3/10E - VOLTÍMETRO,PC,0,70.81,0.00
1727,"CH V3/16E+FS,VOLTIMETRO",PC,0,102.60,0.00
1728,CH V32/10E MED V GERADOR,PC,0,145.15,0.00
1729,CH W3/10E,PC,0,89.10,0.00
1730,CH W3/16E,PC,0,130.95,0.00
1731,CH W3/32E+FS REVERSORA COM 0,PC,0,217.50,0.00
1732,CH W3/40E REVERSORA,PC,0,252.45,0.00
1733,CH WP12/16E+PS REVERSORA C/ DUAS,PC,0,240.30,0.00
1734,CH WS1/10E+FS,PC,0,49.95,0.00
1735,CH WS1/16E,PC,0,78.30,0.00
1736,CH WS2/10E,PC,0,68.85,0.00
1737,CH WS3/10E  REVERSORA SEM 0,PC,0,86.40,0.00
1738,CH WS4/10E,PC,0,103.95,0.00
1739,CH.,PC,0,12.24,0.00
1740,CH.,PC,0,131.60,0.00
1741,"CH. 14305-A1B1P1G,TRIP 15A",PC,0,18.75,0.00
1742,"CH. 14401 A1B1P1G, 20A, 4 POLOS LIGA/LIGA",PC,0,28.92,0.00
1743,"CH. 14403-A1B1P1Q, QUAD,15A",PC,12,51.85,622.20
1744,"CH. 15103-M1FT1EE2Q, UN 10A",PC,0,3.50,0.00
1745,CH. 15123 NAO COMPRA,PC,0,3.43,0.00
1746,"CH. 15123-M1FT2EE2Q, UN 10A",PC,0,8.75,0.00
1747,"CH. 16103-MFTEE2B,UN 10A",PC,0,2.10,0.00
1748,"Ch. 16123 - M2FT4FE3G,15A,L/D,PT",PC,2,8.24,16.48
1749,"Ch. 16123 - M9FT10DE2G,15A,L/D LED VD",PC,0,7.02,0.00
1750,"Ch. 16123 - M9FT10DE2S,6A,L/D LED VD",PC,7,0.00,0.00
1751,"Ch. 16123 - M9FT10DE2S/L2, UNI 6A VERDE,",PC,0,9.47,0.00
1752,"Ch. 16123 - M9FT10EE2S/L2, UNI 6A VERMELHA",PC,0,8.42,0.00
1753,"Ch. 16123- M9BT8BE2B,10A,L/D",PC,0,6.13,0.00
1754,"Ch. 16123- M9FT8BE2B,10A,L/D",PC,0,6.13,0.00
1755,"Ch. 16123- MBTBE2B,10A,L/D",PC,0,3.35,0.00
1756,"CH. 16123-A1FB2FE2G, PUSHB, 15A",PC,0,3.90,0.00
1757,"CH. 16123-M9FT4FE3G,UN 15A",PC,14,8.03,112.42
1758,CH. 16123-MFT7EE2G 15A L/D,PC,0,5.00,0.00
1759,CH. 17 205 A1B1STSE PULSO/D/PULSO,PC,0,7.35,0.00
1760,CH. 20201 M2FT4EE3G BI 15A L/L,PC,0,13.26,0.00
1761,CH. 23205 M1FT1FE2S BI 15A P/D/P,PC,0,4.20,0.00
1762,CH. 24531 M1FA1FE2S INT PUSHBUTTON,PC,17,3.69,62.73
1763,"CH. 25/6111B L-D-L , AZUL , BLINDEX",PC,0,131.60,0.00
1764,"CH. 25/6111G L-D-L, VERDE , BLINDEX",PC,0,131.60,0.00
1765,CH. 25/6111PT L-D-L PRETO BLINDEX,PC,0,131.60,0.00
1766,"CH. 25/6111Y L-D-L AMARELO , BLINDEX",PC,0,131.60,0.00
1767,CH. 26223 A1E1E3S INT ROTATIVO 15A,PC,0,11.94,0.00
1768,CH. 27123 M1FT1DE3G L/D 15A,PC,8,14.32,114.56
1769,"Ch. 29123 - M1FT2FE3G , 15A, 1P",PC,8,4.84,38.72
1770,CH. 29223 M2FT4EE3Q BIP 10A,PC,0,5.54,0.00
1771,"CH. 29223-M2FT1CE3G,15A,L/D C/ LAM AM",PC,5,14.38,71.90
1772,"CH. 29223-M2FT1CE3Q,10A,L/D C/ LAM AM",PC,0,5.27,0.00
1773,"CH. 29223-M2FT1DE3G,15A,L/D, COM LAM VD",PC,6,14.69,88.14
1774,"Ch. 29223-M2FT1EES,2A",PC,0,4.46,0.00
1775,"Ch. 30208 - M2FT2DE3G,15A,L/D",PC,0,17.81,0.00
1776,CH. 30227 M1FT2EE3G BI 15A,PC,2,9.02,18.04
1777,"Ch. 31127 - M5BT1BE3S,2A, L PUL/D, NA",PC,0,6.36,0.00
1778,"Ch. 31127 - M5FT5FE3S,2A, PUL L/D, NA",PC,0,6.10,0.00
1779,CH. AAP2-90/01 22MM LIG/DES/LIG -,PC,0,48.44,0.00
1780,CH. ACE LU 731/01 DIÂM 16MM,PC,0,92.84,0.00
1781,"CH. ACE YP2 45E,22MM PULSO/DES, C/CHAVE",PC,0,71.24,0.00
1782,"CH. ACE YYP2 45,22MM PULSO/DES/PUL,",PC,0,71.24,0.00
1783,"CH. ACE,KK2 45E90/01,22MM PLASTICA, PUL",PC,0,31.89,0.00
1784,"CH. ACE,KK3 45E90/01,30MM PLASTICA, PUL",PC,0,57.28,0.00
1785,CH. ALAV L/D/L 10A/120V MOMO,PC,0,4.32,0.00
1786,CH. ALAV L/L 10A/120V MOMO,PC,0,3.71,0.00
1787,CH. ALAV. 2T LIGA/DESLIGA MINI,PC,0,1.04,0.00
1788,"CH. AMPERIMETRICA CB8-A048,600-E",PC,0,59.16,0.00
1789,CH. AP2-90/01 22MM LIG/DES - ACE,PC,0,55.94,0.00
1790,CH. COMUTADORA CB8RF111E,PC,0,95.52,0.00
1791,"Ch. CS-301D BAB2FP1, 6A AZ",PC,24,5.60,134.40
1792,"Ch. CS-301D BDB2FP1 6A, VD",PC,24,5.82,139.68
1793,"CH. CS-301D BEBEFP1  6A, VM",PC,18,4.77,85.86
1794,"CH. CS-301D BFB2FP1, 6A, MONO",PC,20,5.60,112.00
1795,"Ch. CS-390 NA/P1, 1A, L PUL/D,NA, VD",PC,29,11.82,342.78
1796,"Ch. CS-390 NF/P1 1A,D PUL/L,/VM",PC,9,9.00,81.00
1797,CH. DE PARTIDA FIAT TOYOTA 922.1082,PC,0,4.24,0.00
1798,CH. ELETRÔNICA,PC,0,0.00,0.00
1799,CH. ELETRÔNICA C1 110/220 - 1/6CV,PC,0,14.58,0.00
1800,CH. ELETRÔNICA C2 110/220 - 1/6 - 1/2CV,PC,0,11.74,0.00
1801,CH. ELETRÔNICA C3 110/220 - 1/2 - 1CV,PC,0,14.05,0.00
1802,CH. ELETRÔNICA C4 110/220V- 1- 2CV,PC,0,28.93,0.00
1803,CH. ELETRÔNICA C5 110/220 - 2-4CV,PC,0,35.30,0.00
1804,CH. ELETRÔNICA T2 110/220 - 1/2CV,PC,0,8.86,0.00
1805,CH. ELETRÔNICA V2 - 1/2CV,PC,0,9.28,0.00
1806,CH. ELETRÔNICA V3 110/220 - 1CV,PC,4,9.51,38.04
1807,CH. ELETRÔNICA V3.15,PC,0,9.62,0.00
1808,"CH. ELETRÔNICA V35.15  1,5CV",PC,0,24.16,0.00
1809,CH. ELETRÔNICA V4 - 2CV,PC,0,12.08,0.00
1810,CH. ELETRÔNICA V5 - 1CV,PC,0,24.16,0.00
1811,CH. ELETRÔNICA VR2 - 1/6 - 1/2CV,PC,0,15.07,0.00
1812,CH. ELETRÔNICA VR3  - 1/2 - 1CV,PC,0,15.60,0.00
1813,Ch. Estrêla/ Trângulo,PC,0,2.82,0.00
1814,CH. FAC AQUEC PART CATERPILEAR 906.1077,PC,0,44.88,0.00
1815,CH. FAC DE CONTATO 906.1028,PC,0,14.58,0.00
1816,CH. FAC DE CONTATO 906.1043,PC,0,39.04,0.00
1817,CH. FAC DE PARTIDA 906.1040,PC,0,29.55,0.00
1818,CH. FAC DE PARTIDA 9061.059,PC,0,22.66,0.00
1819,CH. FAC DE PARTIDA 922.1016,PC,0,4.24,0.00
1820,CH. FAC DE PARTIDA C/ PROTETOR 922.1015,PC,0,18.66,0.00
1821,CH. FAC DIRECIONAL UNIVERSAL 904.1004,PC,0,22.29,0.00
1822,CH. FAC GERAL CATERPILAR 1000A 904.1020,PC,0,77.56,0.00
1823,CH. FAC GERAL CATERPILLAR 500A 904.1019,PC,0,49.41,0.00
1824,CH. FAC GERAL UNIVERSAL 904.1017,PC,0,22.29,0.00
1825,CH. FAC LUIZ 2 TERMINAIS 906.1008,PC,0,8.90,0.00
1826,CH. FAC LUZ 5 TERMINAIS 906.1012,PC,0,15.98,0.00
1827,CH. FAC TIPO UNIVERSAL 915.1000,PC,0,4.37,0.00
1828,CH. Fus C 15KV 100A 10 KA,PC,0,135.63,0.00
1829,CH. GANGORRA KCD1-203 3P 6T 6A 250V PT,PC,0,0.97,0.00
1830,CH. GATILHO HP1500,PC,0,12.00,0.00
1831,CH. GATILHO MERTELET GT-11.226,PC,0,45.60,0.00
1832,CH. GATILHO P/ BOSCH 1551.1,PC,0,9.60,0.00
1833,CH. GATILHO P/ BOSCH FURAD 113,PC,0,15.60,0.00
1834,CH. GATILHO P/ BOSCH FURAD 113,PC,0,15.60,0.00
1835,CH. GATILHO P/ BOSCH LIXAD 1351,PC,0,32.40,0.00
1836,CH. GATILHO P/ BOSCH S MARMORE1551,PC,0,10.80,0.00
1837,CH. GATILHO P/ MAKITA SERRA M,PC,0,7.08,0.00
1838,CH. GATILHO P/ SKIL F000.608.016,PC,0,9.60,0.00
1839,CH. GATILHO P/BOSCH AUTO REVERS,PC,0,5.94,0.00
1840,"CH. HH 6T 110/220 125V 0,3A",PC,0,0.22,0.00
1841,CH. ITB14  16A 250V ECOMIL,PC,0,8.34,0.00
1842,"CH. LIG/DES - BI, 15A/250V IMP CAN",PC,0,6.42,0.00
1843,"CH. LIG/DES/LIG-BI, 15A/250V IMP",PC,0,6.88,0.00
1844,CH. Lig/Desl. 20A/125Vca Amarela 4 Polos,PC,0,0.88,0.00
1845,"Ch. liga/ liga,  6 ter,VM, 15A/125V,c/ Led",PC,0,2.30,0.00
1846,"Ch. liga/liga, 3 T, c/ led,20A/125V",PC,0,1.55,0.00
1847,CH. MANIPULADORA JLAY5-PA22,PC,0,34.97,0.00
1848,CH. MANIPULADORA JLAY5-PA24,PC,0,41.15,0.00
1849,CH. MANIPULADORA JLAY5-PA24,PC,0,25.64,0.00
1850,CH. MANIPULADORA LAY5-PA22,PC,0,45.56,0.00
1851,CH. MANIPULADORA TMR304-2222-20202020,PC,0,296.94,0.00
1852,"CH. MG 20C2R 2 ROTAÇÃO 4,5CV,",PC,2,139.48,278.96
1853,Ch. MG-32C2R C/C DUAS VELOCIDADES,PC,0,202.43,0.00
1854,"Ch. MG-40C2R C/C DUAS VELOCIDADES,",PC,0,267.95,0.00
1855,Ch. MG-40C2R DUAS VELOCIDADES S/CAIXA,PC,0,250.16,0.00
1856,CH. MG-40CS TRIP 40A L/D,PC,0,75.05,0.00
1857,"CH. MINI ALAV L/L 3A, BI",PC,0,0.75,0.00
1858,CH. MINI ALAV. LIGA/LIGA,PC,0,1.15,0.00
1859,CH. P16-L2R-B2 CHAVE LIG/DES,PC,0,19.25,0.00
1860,"CH. partida 3RE10161EA150AN1 2,8/4,0A 220V",PC,0,71.70,0.00
1861,CH. PISCA ALERTA 2200 24VDC,PC,0,20.01,0.00
1862,CH. PISCA ALERTA 2205 12VDC,PC,0,20.01,0.00
1863,CH. PUSH BUTTON LIGA/ DESLIGA,PC,0,0.97,0.00
1864,"Ch. push button Mini NA ,VD",PC,0,0.75,0.00
1865,CH. SECCIONADORA TRI 250A HOLEC,PC,0,487.37,0.00
1866,CH. SELETORA 7 POSIÇÃO ROBERTS,PC,0,11.38,0.00
1867,"CH. TBSP-330 , TRIFÁSICA, 30A USO",PC,0,52.99,0.00
1868,"CH. TBSS-330,30A, METALTEX",PC,0,51.09,0.00
1869,CH. tecla redonda VM 6A 2 Terminais,PC,0,1.25,0.00
1870,CH. TRI 30A LOMBARD,PC,0,18.67,0.00
1871,Ch. Trif CANCELADO LOMBARD,PC,0,0.00,0.00
1872,Ch. Trif CANCELADO LOMBARD,PC,0,224.53,0.00
1873,Ch. Trif CANCELADO LOMBARD,PC,0,64.20,0.00
1874,Ch. Trif CANCELADO LOMBARD,PC,0,59.47,0.00
1875,Ch. Trif CANCELADO LOMBARD,PC,0,86.86,0.00
1876,Ch. Trif CANCELADO LOMBARD,PC,0,56.28,0.00
1877,Ch. Trif.,PC,0,0.00,0.00
1878,Ch. Trif. 10 CV /60A REVERSORA -11RF,PC,0,147.73,0.00
1879,"Ch. Trif. 10CV /60A Simples, S7",PC,2,163.41,326.82
1880,Ch. Trif. 10CV /60A TRANSFERÊNCIA CM8430,PC,0,196.62,0.00
1881,"Ch. Trif. 10CV /60A, REVERSORA, R11",PC,5,187.02,935.10
1882,"Ch. Trif. 10CV Estrêla/ Trângulo, 30A, ET160",PC,0,195.81,0.00
1883,Ch. Trif. 10HP Simples,PC,0,51.97,0.00
1884,"Ch. Trif. 15CV /90A REVERSORA, R440F, C/",PC,0,204.26,0.00
1885,Ch. Trif. 15CV TRANSFERÊNCIA 8440,PC,0,153.50,0.00
1886,Ch. Trif. 20CV /100A TRANSFERENCIA  CM 8450,PC,0,340.76,0.00
1887,"Ch. Trif. 20CV /60A, Estrêla/ Trângulo, ET162",PC,0,348.32,0.00
1888,"Ch. Trif. 5CV /30A, REVERSORA, R10",PC,0,120.62,0.00
1889,"Ch. Trif. 5CV /30A,Simples S5",PC,1,100.48,100.48
1890,Ch. Trif. 5CV REV  8300 P/ GUINCHO,PC,2,116.78,233.56
1891,"Ch. Trif. 7,5CV /45A TRANSFERENCIA 8420",PC,0,164.95,0.00
1892,CH. TRIF. DUPLA VELOCIDADE 10CV /30A-DP,PC,1,168.17,168.17
1893,Ch. Trif. DUPLA VELOCIDADE 20CV/60A,PC,0,256.39,0.00
1894,"CH. TRIF. DUPLA VELOCIDADE 7,5CV /20A-DP",PC,1,178.86,178.86
1895,Ch. Trif. DUPLA VOLTAGEM 10CV/30A DV1430,PC,1,171.32,171.32
1896,Ch. ventilador Liga/desliga/liga,PC,0,0.59,0.00
1897,CH. VIDRO ELETRICO C/ILUMINAÇÃO 12V,PC,0,4.21,0.00
1898,CH. VIDRO ELETRICO S/ILUMINAÇÃO 12V,PC,0,3.23,0.00
1899,CH. VOLTIMETRO - CB8A004.600-E,PC,0,57.96,0.00
1900,CH. VOLTIMETRO ref A048600-EG,PC,0,15.00,0.00
1901,"CH.29223 -M2FT1EE3Q,15,L/D,C/ LED VM",PC,0,11.68,0.00
1902,CH.COMUTADORA CA10A442600E,PC,0,122.40,0.00
1903,"Ch.Push Botton automotivio,",PC,0,6.06,0.00
1904,"Ch.Push Button Mini  NF, VM",PC,0,0.28,0.00
1905,CH.YYPZ345RTCSEGO1 COMUTADOR YALE,,0,147.14,0.00
1906,CHAPA TESTEIRA CT3 PARA MOTOR AC 600KG,PC,1,300.00,300.00
1907,CHAVE,PC,0,0.00,0.00
1908,Chave,PC,0,2.50,0.00
1909,CHAVE,PC,0,0.00,0.00
1910,"CHAVE 12001 - MFT2EP1Q . L PUL/D,15A",PC,0,9.14,0.00
1911,"CHAVE 12001 - MFT2EP1S, BOT STANDARD",PC,0,7.74,0.00
1912,"CHAVE 13101 - MFTAS1S,6A,L/L,AZ",PC,0,2.70,0.00
1913,"CHAVE 13123 - MDTDS1S ,6A, L/D, VD",PC,0,0.75,0.00
1914,"CHAVE 13123 - METES1S ,3A,L/D VM",PC,0,0.75,0.00
1915,"CHAVE 13123-MFACS1S,6A,L/D,AM",PC,0,2.70,0.00
1916,"CHAVE 13123-MGTGS1S,3A, L/D,CZ",PC,0,0.75,0.00
1917,"CHAVE 13127 - MEDTEDS1S,6A, L PUL/D,CZ",PC,0,0.82,0.00
1918,"CHAVE 13127-MGTGS1S,UN 6A",PC,0,1.08,0.00
1919,CHAVE 14103-A1B1P1G 20A L/D/L,PC,17,15.48,263.16
1920,CHAVE 14103-A1B1P1Q 15A L/D/L,PC,0,18.28,0.00
1921,CHAVE 14105-A1B1P1G 20A P/D/P,PC,11,16.61,182.71
1922,CHAVE 14105-A1B1P1Q 15A P/D/P,PC,0,14.01,0.00
1923,CHAVE 14107-A1B1P1Q 15A L/D/P,PC,5,16.45,82.25
1924,CHAVE 14123 MFT3FDE3Q/L3 24VDC 15A,PC,0,26.25,0.00
1925,CHAVE 14123-A1B1P1G 20A L/D,PC,1,15.81,15.81
1926,CHAVE 14123-A1B1P1Q 15A L/D,PC,0,8.72,0.00
1927,CHAVE 14123-MFT1FP1G 20A L/D,PC,8,8.97,71.76
1928,CHAVE 14123-MFT1FP1G 20A L/D,PC,0,10.53,0.00
1929,CHAVE 14123-MFT1FP1Q 15A L/D NÃO,PC,0,5.21,0.00
1930,CHAVE 14123-MFT3FDE3Q/L2 15A L/D LED,PC,0,16.78,0.00
1931,CHAVE 14123-MFT3FDP1G 20A L/D VD LED,PC,4,16.22,64.88
1932,CHAVE 14123-MFT3FDP1Q 15A L/D,PC,0,7.06,0.00
1933,CHAVE 14123-MFT3FEP1G 20A L/D VM LED,PC,10,15.31,153.10
1934,CHAVE 14123-MFT3FEP1Q 15A L/D,PC,0,8.60,0.00
1935,CHAVE 14123-N1FB2FP1Q 15A L/D,PC,10,7.67,76.70
